backers_count,blurb,category,country_displayable_name,created_at,creator,deadline,goal,launched_at,location,name,pledged,slug,spotlight,staff_pick,state,state_changed_at,urls,usd_pledged
171,"['a', 'drawing', 'of', '2500', 'characters', 'from', 'archie', 'to', 'zorak', 'suggest', 'a', 'character', 'and', 'get', 'a', 'print']",Digital Art,the United States,1344884526,Ray Sumser,1347854340,4500.0,1345120838,"New York, NY",The Entire Cartoon Universe,7368.0,"['the', 'characternity', 'a', 'picture', 'of', 'the', 'cartoon', 'univers']",True,True,successful,1347854341,https://www.kickstarter.com/projects/characternity/the-characternity-a-picture-of-the-cartoon-univers?ref=discovery_category_newest,7368.0
1,"['frozen', 'bar', 'with', '200', 'blocks', 'of', 'ice', 'thats', '60000', 'pounds', 'of', 'ice', 'on', 'display']",Sculpture,the United States,1339560560,Jeff Kaiser,1344836160,20000.0,1339720580,"Youngstown, OH",The Ice Bar,1.0,"['the', 'ice', 'bar']",False,False,failed,1344836162,https://www.kickstarter.com/projects/1952724903/the-ice-bar?ref=discovery_category_newest,1.0
16,"['magic', 'carpet', 'is', 'a', 'largescale', 'interactive', 'sculpture', 'with', 'handwoven', 'fabric', 'and', 'steel', 'construction', 'for', 'figment', 'ny', 'on', 'governors', 'island']",Public Art,the United States,1397658220,Kathy Creutzburg,1401742791,600.0,1399150791,"New York, NY",Magic Carpet,717.0,"['magic', 'carpet']",True,True,successful,1401742811,https://www.kickstarter.com/projects/466144993/magic-carpet?ref=discovery_category_newest,717.0
154,"['demigod', 'the', 'complete', 'series', 'a', '144page', 'collection', 'of', 'the', 'demigod', 'comic', 'book', 'series', 'from', 'ominous', 'press']",Graphic Novels,the United States,1582233287,Ominous Press,1586145360,7500.0,1583333318,"Tonawanda, NY",Demi-God: The Complete Series,7780.0,"['demi', 'god', 'the', 'complete', 'series']",True,False,successful,1586145360,https://www.kickstarter.com/projects/dreadgods/demi-god-the-complete-series?ref=discovery_category_newest,7780.0
3,"['help', 'us', 'make', 'sure', 'we', 'have', 'enough', 'support', 'poles', 'for', 'the', 'boop', 'zoneby', 'donations', 'or', 'following', 'our', 'template', 'and', 'bringing', 'one', 'to', 'the', 'playa']",Conceptual Art,the United States,1341976718,twatrick,1344297828,200.0,1342483428,"Gerlach, NV",Universal boop zone support poles,200.0,"['universal', 'boop', 'zone', 'support', 'poles']",True,False,successful,1344297828,https://www.kickstarter.com/projects/928375977/universal-boop-zone-support-poles?ref=discovery_category_newest,200.0
200,"['part', 'architecture', 'part', 'sculpture', 'part', 'childhood', 'dream', 'a', 'treehouse', 'built', 'for', 'the', 'community']",Public Art,the United States,1357691017,Griffin Collier,1359867540,5000.0,1357925767,"New Haven, CT",The Treehouse at Yale,10536.62,"['the', 'treehouse', 'at', 'yale']",True,True,successful,1359867542,https://www.kickstarter.com/projects/922265371/the-treehouse-at-yale?ref=discovery_category_newest,10536.62
27,"['10x20', 'fine', 'art', 'prints', 'of', 'goliath', 'and', 'hiraeth']",Illustration,the United States,1526849586,Kaitlund Zupanic,1528164000,1200.0,1526954565,"Salt Lake City, UT",Kindle the fire: print set,1950.0,"['kindle', 'the', 'fire', 'print', 'set']",True,False,successful,1528164001,https://www.kickstarter.com/projects/lythande/kindle-the-fire-print-set?ref=discovery_category_newest,1950.0
25,"['reunification', '12', 'projects', 'in', '12', 'weeks', 'in', 'berlin', 'research', 'collect', 'make', 'experience', 'respond', 'poetic', 'archive', 'booklet']",Conceptual Art,the United States,1349734940,Jennifer Danos,1355682106,2000.0,1353090106,"Berlin, Germany",On the Ideology of Berlin: Trans-formation (Canceled),2025.0,"['on', 'the', 'ideology', 'of', 'berlin', 'trans', 'formation']",False,False,canceled,1354850533,https://www.kickstarter.com/projects/789058926/on-the-ideology-of-berlin-trans-formation?ref=discovery_category_newest,2025.0
18,"['a', 'series', 'of', 'new', 'works', 'to', 'hang', 'within', 'a', 'skylight', 'upon', '60', 'feet', 'of', 'street', 'facing', 'windows', 'and', 'up', 'a', '40', 'foot', 'wall', 'in', 'hyde', 'park']",Installations,the United States,1546813662,Kara Cobb Johnson,1552229802,525.0,1549641402,"Chicago, IL",Mama's Hand: An Exhibition by Mom/Artist Kara Cobb Johnson,541.0,"['mamas', 'hand', 'an', 'exhibition', 'by', 'mom', 'artist', 'kara', 'cobb', 'j']",True,False,successful,1552229804,https://www.kickstarter.com/projects/paperairplanes/mamas-hand-an-exhibition-by-mom-artist-kara-cobb-j?ref=discovery_category_newest,541.0
58,"['we', 'are', 'creating', 'the', 'ulitimate', 'sci', 'fi', 'themed', 'mardi', 'gras', 'parade', 'bacchanalian', 'revelry', 'sci', 'fi', 'bachhanaliens', 'weve', 'got', 'big', 'plans']",Performance Art,the United States,1292650447,Space Commander Chewbaccacabra,1296341103,2000.0,1292712303,"New Orleans, LA",The Intergalactic Krewe of Chewbacchus ,2249.0,"['the', 'intergalactic', 'krewe', 'of', 'chewbacchus']",True,False,successful,1296341113,https://www.kickstarter.com/projects/chewbaccacabra/the-intergalactic-krewe-of-chewbacchus?ref=discovery_category_newest,2249.0
82,"['the', 'first', 'two', 'story', 'buddhist', 'scroll', 'painting', 'thangka', 'by', 'a', 'tibetan', 'outside', 'tibet', 'it', 'will', 'take', 'five', 'years', 'to', 'complete']",Painting,the United States,1405972807,Tashi Dhargyal,1408899087,6000.0,1406307087,"Sebastopol, CA",20 foot Tibetan Buddhist Scroll Painting,6957.0,"['20', 'foot', 'tibetan', 'buddhist', 'scroll', 'painting']",True,True,successful,1408899087,https://www.kickstarter.com/projects/802150782/20-foot-tibetan-buddhist-scroll-painting?ref=discovery_category_newest,6957.0
3,"['great', 'for', 'those', 'that', 'have', 'been', 'through', 'hospital', 'emergency', 'response', 'training', 'and', 'want', 'to', 'display', 'their', 'accomplishment', 'on', 'their', 'gear']",Textiles,the United States,1486404858,Jason McClaren,1487727639,150.0,1486431639,"Dallas, TX",HERTF Patches,15.0,"['hertf', 'patches']",False,False,failed,1487727639,https://www.kickstarter.com/projects/240720583/hertf-patches?ref=discovery_category_newest,15.0
4,"['from', 'rehab', 'to', 'artist', 'entrepreneur']",Conceptual Art,the United States,1602597703,Oscar Alvarez Andreu,1605917249,5000.0,1603321649,"Miami, FL",Boeing Airplane Blade Sculpture: Made in Miami,295.0,"['boeing', 'airplane', 'blade', 'sculpture', 'made', 'in', 'miami']",False,False,failed,1605917249,https://www.kickstarter.com/projects/airillusion/boeing-airplane-blade-sculpture-made-in-miami?ref=discovery_category_newest,295.0
