backers_count,blurb,category,country_displayable_name,created_at,creator,deadline,goal,launched_at,location,name,pledged,slug,spotlight,staff_pick,state,state_changed_at,urls,usd_pledged
13,"['sects', 'is', 'a', 'comedy', 'webseries', 'about', 'two', 'girls', 'who', 'accidentally', 'join', 'a', 'cult']",Webseries,the United States,1426711317,SECTS,1428510544,250,1426782544,"Philadelphia, PA",'Sects' Pilot,556.0,"['sects', 'pilot']",True,False,successful,1428510545,https://www.kickstarter.com/projects/1167510066/sects-pilot?ref=discovery_category_newest,556.0
207,"['terrence', 'mcnallys', 'pioneering', '5decades', 'in', 'the', 'american', 'theatre', 'the', 'struggle', 'for', 'lgbt', 'rights', 'and', 'finding', 'inspiration', 'at', 'every', 'age']",Documentary,the United States,1489540002,Jeff Kaufman and Marcia Ross,1511366768,42000,1508771168,"Los Angeles, CA",Every Act Of Life,42766.0,"['every', 'act', 'of', 'life']",True,True,successful,1511366769,https://www.kickstarter.com/projects/1365145996/every-act-of-life?ref=discovery_category_newest,42766.0
0,"['a', 'romantic', 'comedy', 'of', 'falling', 'for', 'your', 'true', 'love', 'through', 'tight', 'circumstances', 'boy', 'meets', 'girl', 'boy', 'loses', 'girl', 'boy', 'gets', 'girl', 'back']",Romance,the United States,1464218765,Macleish Day,1470445200,3000,1465936038,"Boulder, CO","Once, With Maggie (Canceled)",0.0,"['once', 'with', 'maggie']",False,False,canceled,1470328862,https://www.kickstarter.com/projects/728939759/once-with-maggie?ref=discovery_category_newest,0.0
0,['i'],Science Fiction,the United States,1466370982,Edgar Cav - Director (deleted),1467763200,1200,1466453161,"Venice, CA",I (Canceled),0.0,"['adrift', '3']",False,False,canceled,1466560506,https://www.kickstarter.com/projects/575672815/adrift-3?ref=discovery_category_newest,0.0
26,"['what', 'can', 'an', 'orchestra', 'do', 'in', 'the', 'world']",Documentary,the United States,1580138761,David Donnelly,1583777562,10000,1581189162,"New York, NY",Nordic Pulse- a documentary,10163.0,"['nordic', 'pulse', 'a', 'documentary']",True,False,successful,1583777562,https://www.kickstarter.com/projects/nordicpulse/nordic-pulse-a-documentary?ref=discovery_category_newest,10163.0
0,"['this', 'is', 'a', 'fun', 'silly', 'and', 'engaging', 'short', 'film', 'that', 'already', 'has', 'a', 'solid', 'team', 'of', 'filmmakers', 'supporting', 'it', 'now', 'we', 'need', 'you']",Comedy,the United States,1459935925,Elyon John Gonzales,1474516800,19571,1471075502,"Los Angeles, CA",The Ballad of Hans Dover,0.0,"['the', 'ballad', 'of', 'hans', 'dover']",False,False,failed,1474516800,https://www.kickstarter.com/projects/42005905/the-ballad-of-hans-dover?ref=discovery_category_newest,0.0
180,"['insatiable', 'a', 'film', 'about', 'change', 'and', 'a', 'madams', 'struggle', 'to', 'free', 'sextrafficked', 'slaves']",Narrative Film,the United States,1348564246,jackee chang,1360939034,20000,1358260634,"San Francisco, CA","INSATIABLE, a story about redemption",20333.47,"['insatiable', 'a', 'feature', 'narrative', 'film']",True,False,successful,1360939034,https://www.kickstarter.com/projects/1630794911/insatiable-a-feature-narrative-film?ref=discovery_category_newest,20333.47
38,"['a', 'musically', 'comedic', 'feature', 'film', 'about', 'an', 'obsessed', 'musician', 'and', 'the', 'carefree', 'woman', 'he', 'tries', 'to', 'leave', 'behind']",Comedy,the United States,1586461896,Domenic Porcari,1598155140,20000,1594312802,"Pittsburgh, PA","""Beyond the Lake"" Film",3807.0,"['beyond', 'the', 'lake', 'film']",False,True,failed,1598155164,https://www.kickstarter.com/projects/domporcari/beyond-the-lake-film?ref=discovery_category_newest,3807.0
48,"['a', 'travel', 'series', 'exploring', 'the', 'history', 'tradition', 'and', 'spiritual', 'significance', 'behind', 'all', '21', 'of', 'the', 'california', 'missions']",Television,the United States,1422131345,Diana and David von Glahn,1426766515,50000,1422882115,"Philadelphia, PA",The Faithful Traveler: Exploring the California Missions,12940.0,"['the', 'faithful', 'traveler', 'exploring', 'the', 'california', 'mis']",False,False,canceled,1423433239,https://www.kickstarter.com/projects/tftcamissions/the-faithful-traveler-exploring-the-california-mis?ref=discovery_category_newest,12940.0
57,"['shooting', 'a', 'proof', 'of', 'concept', 'of', 'xing', 'a', 'musical', 'drama', 'film', 'which', 'pays', 'tribute', 'to', 'the', 'original', 'rave', 'scene', 'and', 'electronic', 'dance', 'music']",Narrative Film,the United States,1434044635,Rosa Costanza,1436481180,15500,1434062810,"Hollywood, CA",XING,15586.0,['xing'],True,False,successful,1436481181,https://www.kickstarter.com/projects/rosa333/xing?ref=discovery_category_newest,15586.0
