backers_count,blurb,category,country_displayable_name,created_at,creator,deadline,goal,launched_at,location,name,pledged,slug,spotlight,staff_pick,state,state_changed_at,urls,usd_pledged
28,"['a', 'pin', 'series', 'featuring', 'the', 'zombie', 'perk', 'machines', 'that', 'youve', 'come', 'to', 'love']",Accessories,the United States,1599709792,Jared,1601759209,150,1600463209,"Provo, UT","Power Up Pop, a Zombies inspired pin collection",1624.0,"['power', 'up', 'pop', 'a', 'zombies', 'inspired', 'pin', 'collection']",True,False,successful,1601759210,https://www.kickstarter.com/projects/nostalgiapinco/power-up-pop-a-zombies-inspired-pin-collection?ref=discovery_category_newest,1624.0
15,"['a', 'robust', 'multifunction', 'lighting', 'system']",Product Design,the United States,1613502729,XK GLOW,1616702776,15000,1614114376,"Springfield, IL",SAR360 -- Reinventing the LED Light Bar,16861.0,"['sar360', 'reinventing', 'the', 'led', 'light', 'bar', '0']",False,False,live,1614114379,https://www.kickstarter.com/projects/1757950255/sar360-reinventing-the-led-light-bar-0?ref=discovery_category_newest,16861.0
0,"['the', 'idea', 'behind', 'these', 'sneakers', 'is', 'to', 'create', 'a', 'shoe', 'that', 'makes', 'practically', 'no', 'noise', 'while', 'walking', 'allowing', 'you', 'to', 'walk', 'silent', 'anywhere']",Footwear,the United States,1509849225,Maxwell hussin,1512461090,2500,1509869090,"Santa Barbara, CA",The Silent Sneakers,0.0,"['the', 'silent', 'sneakers']",False,False,failed,1512461091,https://www.kickstarter.com/projects/1567490243/the-silent-sneakers?ref=discovery_category_newest,0.0
69,"['backed', 'by', 'science', 'the', 'doctorendorsed', 'mookabee', 'uses', 'a', 'parents', 'scent', 'to', 'lower', 'cortisol', 'levels', 'promoting', 'better', 'sleep', 'grows', 'with', 'baby']",Childrenswear,the United States,1571760406,Mookabee Swaddle,1588305724,10000,1583125324,"Wyckoff, NJ","Mookabee Swaddle: Baby falls asleep faster, sleeps longer.",16018.0,"['mookabee', 'swaddle', 'fall', 'asleep', 'faster', 'stay', 'asleep', 'longer']",True,False,successful,1588305724,https://www.kickstarter.com/projects/mookabee/mookabee-swaddle-fall-asleep-faster-stay-asleep-longer?ref=discovery_category_newest,16018.0
146,"['weve', 'created', 'the', 'functional', 'bag', 'moms', 'need', 'without', 'sacrificing', 'the', 'style', 'quality', 'and', 'social', 'good', 'they', 'crave', 'keep', 'on', 'adventuring']",Accessories,the United States,1565900320,Lisa Boettcher,1572652800,20000,1571320514,"Milwaukee, WI",Prim & Clove: The Weekender Bag,40477.0,"['prim', 'and', 'clove', 'the', 'weekender', 'bag']",True,False,successful,1572652800,https://www.kickstarter.com/projects/lisaboettcher/prim-and-clove-the-weekender-bag?ref=discovery_category_newest,40477.0
15,"['astrologyinspired', 'apparel', 'for', 'pisces', 'season']",Apparel,the United States,1580564478,Wolf Marnell,1581881543,400,1580671943,"Somerville, MA",Tarot Wolf's CUT MY LIFE INTO PISCES T-Shirt and Sweatshirt,478.0,"['tarot', 'wolfs', 'cut', 'my', 'life', 'into', 'pisces', 't', 'shirt', 'and', 'sweatshirt']",True,False,successful,1581881545,https://www.kickstarter.com/projects/tarotwolf/tarot-wolfs-cut-my-life-into-pisces-t-shirt-and-sweatshirt?ref=discovery_category_newest,478.0
1,"['this', 'program', 'will', 'focus', 'on', 'the', 'students', 'creating', 'and', 'designing', 'their', 'own', 'fashion', 'design', 'with', 'the', 'help', 'of', 'a', 'fashion', 'designer']",Childrenswear,the United States,1401165371,Regina Joseph,1404694586,2500,1402102586,"Missouri City, TX","Project Role Model ""Images of You""",5.0,"['project', 'role', 'model', 'images', 'of', 'you']",False,False,failed,1404694586,https://www.kickstarter.com/projects/583033353/project-role-model-images-of-you?ref=discovery_category_newest,5.0
36,"['this', 'poster', 'series', 'was', 'designed', 'to', 'promote', 'debra', 'hawhees', 'lecture', 'about', 'aristotles', 'animals', 'at', 'the', 'university', 'of', 'south', 'carolina']",Graphic Design,the United States,1414121933,Brian Harmon,1418681149,1000,1416089149,"Columbia, SC",Debra Hawhee and Aristotle's Animals: A Rhetorical Poster,1080.0,"['debra', 'hawhee', 'and', 'aristotles', 'animals', 'a', 'rhetorical', 'p']",True,False,successful,1418681150,https://www.kickstarter.com/projects/768852232/debra-hawhee-and-aristotles-animals-a-rhetorical-p?ref=discovery_category_newest,1080.0
599,"['shine', 'bright', 'like', 'a', 'diamond', 'is', 'a', 'set', 'of', 'hard', 'enamel', 'pins', 'that', 'features', 'the', 'respective', 'diamonds', 'design', 'from', 'steven', 'universe']",Accessories,the United States,1532788578,TheTruthHertz,1534901868,1200,1533087468,"Sacramento, CA","""Shine Bright Like a Diamond"" ✧ Enamel Pins",33037.0,"['shine', 'bright', 'like', 'a', 'diamond', 'enamel', 'pins']",True,False,successful,1534901868,https://www.kickstarter.com/projects/1494509447/shine-bright-like-a-diamond-enamel-pins?ref=discovery_category_newest,33037.0
1,"['i', 'am', 'designing', 'shoes', 'for', 'my', 'shoe', 'company', 'dds', 'designer', 'footwear', 'we', 'are', 'having', 'them', 'made', 'through', 'alive', 'shoes', 'in', 'italy']",Footwear,the United States,1568168494,Don Miclette (deleted),1570910791,2500,1568318791,"Franklin, IN",D&D's Designer Footwear (Canceled),1.0,"['dandds', 'designer', 'footwear']",False,False,canceled,1569968370,https://www.kickstarter.com/projects/-1highsteppers/dandds-designer-footwear?ref=discovery_category_newest,1.0
